,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,61,29,16,43,205,85,19,271,45,27,10,37
1,3,87,0,59,0,290,0,290,0,72,0,47
2,62,28,18,41,224,65,11,278,48,25,14,33
3,61,29,14,45,211,79,1,289,45,27,15,32
4,90,0,58,1,289,0,289,0,73,0,47,0
