,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,78,12,26,33,282,8,7,283,58,14,20,27
1,69,21,24,35,271,19,0,290,55,17,23,24
2,64,26,18,41,261,28,0,289,47,26,14,33
3,83,7,27,32,273,17,56,234,61,11,26,21
4,53,37,16,43,220,69,0,289,31,42,13,34
