,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,74,16,20,39,285,5,7,283,60,12,15,32
1,64,26,20,39,256,34,0,290,50,22,17,30
2,87,3,37,22,289,0,90,199,66,7,33,14
3,57,33,14,45,267,23,0,290,48,24,16,31
4,65,25,18,41,258,31,4,285,39,34,20,27
