,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,72,18,20,39,283,7,2,288,51,21,11,36
1,64,26,15,44,282,8,0,290,49,23,16,31
2,59,31,14,45,259,30,0,289,45,28,10,37
3,69,21,22,37,279,11,1,289,57,15,20,27
4,65,25,19,40,264,25,2,287,42,31,21,26
