,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,82,8,27,32,286,4,9,281,61,11,18,29
1,71,19,24,35,251,39,5,285,57,15,22,25
2,69,21,22,37,267,22,1,288,53,20,19,28
3,75,15,25,34,260,30,40,250,61,11,26,21
4,90,0,59,0,289,0,289,0,73,0,47,0
