,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,71,19,23,36,256,34,6,284,54,18,14,33
1,80,10,31,28,274,16,33,257,62,10,32,15
2,69,21,24,35,278,11,0,289,55,18,19,28
3,73,17,23,36,277,13,1,289,60,12,21,26
4,48,42,5,54,167,122,0,289,24,49,4,43
