,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,46,44,9,50,198,92,0,290,36,36,7,40
1,74,16,23,36,275,15,13,277,57,15,25,22
2,25,65,4,55,96,193,0,289,23,50,1,46
3,74,16,25,34,261,29,11,279,59,13,21,26
4,46,44,11,48,203,86,2,287,28,45,9,38
