,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,0,90,0,59,0,290,0,290,0,72,0,47
1,73,17,22,37,267,23,11,279,62,10,17,30
2,89,1,59,0,289,0,289,0,73,0,47,0
3,0,90,0,59,0,290,0,290,0,72,0,47
4,72,18,24,35,265,24,3,286,57,16,9,38
