,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,75,15,23,36,287,3,8,282,60,12,16,31
1,68,22,22,37,273,17,5,285,55,17,23,24
2,73,17,27,32,285,4,4,285,58,15,18,29
3,72,18,22,37,282,8,2,288,59,13,21,26
4,85,5,39,20,287,2,89,200,60,13,35,12
