,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,58,32,11,48,241,49,1,289,47,25,10,37
1,69,21,22,37,284,6,9,281,60,12,15,32
2,72,18,24,35,277,12,20,269,64,9,17,30
3,67,23,19,40,288,2,0,290,59,13,13,34
4,58,32,15,44,250,39,6,283,43,30,6,41
