,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,79,11,23,36,288,2,12,278,61,11,17,30
1,65,25,17,42,284,6,0,290,51,21,16,31
2,62,28,16,43,264,25,0,289,48,25,10,37
3,61,29,19,40,271,19,0,290,51,21,18,29
4,79,11,34,25,283,6,44,245,55,18,30,17
