,test_C00,test_C01,test_C10,test_C11,train_C00,train_C01,train_C10,train_C11,valid_C00,valid_C01,valid_C10,valid_C11
0,90,0,59,0,290,0,290,0,72,0,47,0
1,0,90,0,59,0,290,0,290,0,72,0,47
2,0,90,0,59,0,289,0,289,0,73,0,47
3,0,90,0,59,0,290,0,290,0,72,0,47
4,68,22,20,39,250,39,13,276,53,20,7,40
