,train_accuracy,train_f1_C0,train_f1_C1,train_precision_C0,train_precision_C1,train_recall_C0,train_recall_C1,train_roc_auc,valid_accuracy,valid_f1_C0,valid_f1_C1,valid_precision_C0,valid_precision_C1,valid_recall_C0,valid_recall_C1,valid_roc_auc
0,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.747705112960761,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.6740543735224586
1,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7381569560047562,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.6220449172576832
2,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7555350772889418,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.66725768321513
3,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7074019024970273,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.6365248226950355
4,0.5431034482758621,0.681107099879663,0.1945288753799392,0.5231053604436229,0.8205128205128205,0.9758620689655172,0.1103448275862069,0.7524375743162901,0.6470588235294118,0.7717391304347826,0.2222222222222222,0.6339285714285714,0.8571428571428571,0.9861111111111112,0.1276595744680851,0.6852836879432624
5,0.656896551724138,0.7193229901269393,0.5587583148558758,0.6085918854415274,0.782608695652174,0.8793103448275862,0.43448275862068964,0.7404161712247325,0.6638655462184874,0.7435897435897436,0.5121951219512195,0.6904761904761905,0.6,0.8055555555555556,0.44680851063829785,0.6843971631205674
6,0.6793103448275862,0.7038216560509554,0.650375939849624,0.6538461538461539,0.7148760330578512,0.7620689655172413,0.596551724137931,0.7450297265160523,0.6218487394957983,0.6853146853146853,0.5263157894736842,0.6901408450704225,0.5208333333333334,0.6805555555555556,0.5319148936170213,0.6908983451536643
7,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7141379310344829,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6718380614657211
8,0.6741379310344827,0.7157894736842106,0.6181818181818182,0.6346666666666667,0.7463414634146341,0.8206896551724138,0.5275862068965518,0.7512366230677764,0.6722689075630253,0.7483870967741936,0.5301204819277109,0.6987951807228916,0.6111111111111112,0.8055555555555556,0.46808510638297873,0.6947399527186762
9,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7519262782401903,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.6982860520094563
10,0.5672413793103448,0.2416918429003021,0.6972255729794934,0.975609756097561,0.536178107606679,0.13793103448275862,0.996551724137931,0.7499524375743164,0.47058823529411764,0.2222222222222222,0.5987261146496815,1.0,0.42727272727272725,0.125,1.0,0.6848404255319149
11,0.6327586206896552,0.5256124721603563,0.70042194092827,0.7421383647798742,0.5914489311163895,0.4068965517241379,0.8586206896551725,0.7739595719381689,0.5882352941176471,0.5811965811965811,0.5950413223140495,0.7555555555555555,0.4864864864864865,0.4722222222222222,0.7659574468085106,0.7133569739952719
12,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7413793103448276,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6740543735224587
13,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7671462544589773,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.7015366430260048
14,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7650594530321047,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.682033096926714
15,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7545422116527943,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.7033096926713949
16,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7598929845422117,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.677304964539007
17,0.5879310344827586,0.6955414012738854,0.36266666666666664,0.5515151515151515,0.8,0.9413793103448276,0.23448275862068965,0.7412485136741974,0.6890756302521008,0.7836257309941521,0.4477611940298508,0.6767676767676768,0.75,0.9305555555555556,0.3191489361702128,0.6876477541371158
18,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6635552913198572,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.7207446808510638
19,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6217776456599287,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6619385342789598
20,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.6896432818073722,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.6911938534278961
21,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6482758620689655,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6873522458628841
22,0.7241379310344828,0.6911196911196911,0.7507788161993769,0.7850877192982456,0.6846590909090909,0.6172413793103448,0.8310344827586207,0.8098573127229488,0.6050420168067226,0.6299212598425198,0.5765765765765766,0.7272727272727273,0.5,0.5555555555555556,0.6808510638297872,0.7446808510638299
23,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5517360285374554,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5085697399527187
24,0.5120689655172413,0.17008797653958946,0.6544566544566544,0.5686274509803921,0.5066162570888468,0.1,0.9241379310344827,0.47558263971462544,0.42016806722689076,0.18823529411764706,0.5490196078431373,0.6153846153846154,0.39622641509433965,0.1111111111111111,0.8936170212765957,0.450354609929078
25,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5486860879904875,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5242316784869977
26,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6160998810939358,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.611111111111111
27,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6776634958382878,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6601654846335698
28,0.4982758620689655,0.665132336018412,0.0,0.4991364421416235,0.0,0.996551724137931,0.0,0.7699762187871582,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.717789598108747
29,0.6086206896551725,0.40419947506561676,0.7086007702182285,0.8461538461538461,0.5644171779141104,0.2655172413793103,0.9517241379310345,0.7752259215219977,0.5294117647058824,0.43999999999999995,0.5942028985507247,0.7857142857142857,0.45054945054945056,0.3055555555555556,0.8723404255319149,0.7266548463356974
30,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7776694411414983,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.7198581560283689
31,0.5586206896551724,0.2147239263803681,0.6930455635491607,0.9722222222222222,0.53125,0.1206896551724138,0.996551724137931,0.6897978596908443,0.47058823529411764,0.2222222222222222,0.5987261146496815,1.0,0.42727272727272725,0.125,1.0,0.5939716312056738
32,0.593103448275862,0.6982097186700768,0.37566137566137564,0.5548780487804879,0.8068181818181818,0.9413793103448276,0.24482758620689654,0.7616646848989298,0.6974789915966386,0.7906976744186047,0.4545454545454545,0.68,0.7894736842105263,0.9444444444444444,0.3191489361702128,0.7121749408983451
33,0.5913793103448276,0.6973180076628352,0.37135278514588865,0.5537525354969574,0.8045977011494253,0.9413793103448276,0.2413793103448276,0.7587039239001189,0.680672268907563,0.7790697674418605,0.4242424242424243,0.67,0.7368421052631579,0.9305555555555556,0.2978723404255319,0.7044917257683215
34,0.5172413793103449,0.06666666666666667,0.6744186046511628,1.0,0.5087719298245614,0.034482758620689655,1.0,0.648091557669441,0.40336134453781514,0.0273972602739726,0.5696969696969697,1.0,0.3983050847457627,0.013888888888888888,1.0,0.6031323877068557
35,0.696551724137931,0.6562500000000001,0.728395061728395,0.7567567567567568,0.659217877094972,0.5793103448275863,0.8137931034482758,0.7540725326991677,0.5966386554621849,0.6129032258064515,0.5789473684210525,0.7307692307692307,0.4925373134328358,0.5277777777777778,0.7021276595744681,0.6557328605200946
36,0.5706896551724138,0.25225225225225223,0.6989117291414751,0.9767441860465116,0.5381750465549349,0.14482758620689656,0.996551724137931,0.677128418549346,0.48739495798319327,0.26506024096385544,0.6064516129032258,1.0,0.4351851851851852,0.1527777777777778,1.0,0.634160756501182
37,0.6224137931034482,0.45657568238213403,0.7107001321003964,0.8141592920353983,0.576017130620985,0.31724137931034485,0.9275862068965517,0.6922889417360286,0.5714285714285714,0.5142857142857142,0.6165413533834587,0.8181818181818182,0.47674418604651164,0.375,0.8723404255319149,0.6777482269503546
38,0.6913793103448276,0.6763110307414105,0.7051070840197693,0.7110266159695817,0.6750788643533123,0.6448275862068965,0.7379310344827587,0.741819262782402,0.5798319327731093,0.6093749999999999,0.5454545454545455,0.6964285714285714,0.47619047619047616,0.5416666666666666,0.6382978723404256,0.6669621749408983
39,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5906123662306777,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5351654846335697
40,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6355053507728894,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6199763593380614
41,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7284185493460167,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6787825059101655
42,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7378834720570749,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6891252955082743
43,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5157074910820452,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5237884160756501
44,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.562972651605232,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.610224586288416
45,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6640368608799049,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5806737588652482
46,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5226872770511297,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5162529550827424
47,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.7177348394768133,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6465721040189125
48,0.503448275862069,0.6682027649769586,0.0136986301369863,0.5017301038062284,1.0,1.0,0.006896551724137931,0.4638406658739595,0.6134453781512605,0.7578947368421053,0.04166666666666667,0.6101694915254238,1.0,1.0,0.02127659574468085,0.454934988179669
49,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6299881093935791,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.6938534278959811
50,0.506896551724138,0.027210884353741496,0.6697459584295612,1.0,0.5034722222222222,0.013793103448275862,1.0,0.529833531510107,0.3865546218487395,0.0,0.5575757575757576,0.0,0.3898305084745763,0.0,0.9787234042553191,0.5023640661938534
51,0.5017241379310344,0.667433831990794,0.006872852233676977,0.5008635578583766,1.0,1.0,0.0034482758620689655,0.5519797859690844,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.4370567375886525
52,0.5120689655172413,0.05351170568561872,0.6713124274099883,0.8888888888888888,0.5061295971978984,0.027586206896551724,0.996551724137931,0.7235909631391202,0.3949579831932773,0.02702702702702703,0.5609756097560975,0.5,0.39316239316239315,0.013888888888888888,0.9787234042553191,0.6897163120567377
53,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.6559393579072532,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.7117316784869977
54,0.506896551724138,0.6697459584295612,0.027210884353741496,0.5034722222222222,1.0,1.0,0.013793103448275862,0.5020332936979786,0.6134453781512605,0.7578947368421053,0.04166666666666667,0.6101694915254238,1.0,1.0,0.02127659574468085,0.5056146572104019
55,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.740410225921522,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.7007978723404255
56,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.75294887039239,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.7275413711583925
57,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5103269916765756,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.49468085106382986
58,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5275802615933413,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.5199468085106382
59,0.5172413793103449,0.5870206489675516,0.41908713692946054,0.5128865979381443,0.5260416666666666,0.6862068965517242,0.3482758620689655,0.5207253269916766,0.5546218487394958,0.6624203821656051,0.345679012345679,0.611764705882353,0.4117647058823529,0.7222222222222222,0.2978723404255319,0.5472813238770686
60,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5244530321046373,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.5199468085106382
61,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5244887039239001,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.5199468085106382
62,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.4932104637336504,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.46394799054373526
63,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5261950059453032,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.5265957446808511
64,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.523049940546968,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.500886524822695
65,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5408085612366231,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.4998522458628842
66,0.503448275862069,0.0136986301369863,0.6682027649769586,1.0,0.5017301038062284,0.006896551724137931,1.0,0.5292865636147444,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5132978723404256
67,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5566349583828776,0.6134453781512605,0.7553191489361702,0.08,0.6120689655172413,0.6666666666666666,0.9861111111111112,0.0425531914893617,0.5316193853427896
68,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5994708680142686,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.5791962174940898
69,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.7634066587395958,0.5966386554621849,0.7473684210526316,0.0,0.6016949152542372,0.0,0.9861111111111112,0.0,0.7059692671394799
70,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5
71,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,0.5,0.6050420168067226,0.7539267015706805,0.0,0.6050420168067226,0.0,1.0,0.0,0.5
72,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,0.5,0.3949579831932773,0.0,0.5662650602409639,0.0,0.3949579831932773,0.0,1.0,0.5
